Date,Country,Production_Tons,Export_Tons,USD_Price,Month,Year,Season
2012-05-04,Romania,199882,14549,15.99,5,2012,Spring
2015-10-16,Morocco,217582,31781,7.96,10,2015,Spring
2018-01-03,Argentina,299767,7093,6.02,1,2018,Winter
2012-04-04,Chile,280943,39668,10.77,4,2012,Ramadan
2020-02-22,Switzerland,307239,33360,5.9,2,2020,Winter
2010-06-14,Libya,295474,6931,17.84,6,2010,Summer
2019-05-28,Canada,300487,20803,9.2,5,2019,Spring
2018-10-30,Netherlands,331649,23850,14.14,10,2018,Spring
2012-09-01,Libya,344606,19585,14.23,9,2012,Spring
2013-12-25,Italy,231325,42925,18.08,12,2013,Winter
2017-05-08,Kuwait,207183,18747,15.96,5,2017,Spring
2015-03-20,China,266721,50944,11.45,3,2015,Ramadan
2022-04-12,Libya,157600,13524,11.62,4,2022,Ramadan
2013-02-28,Turkey,344551,18185,7.61,2,2013,Winter
2021-10-14,Mexico,237626,36295,12.16,10,2021,Spring
2021-08-15,Jordan,264667,6680,5.65,8,2021,Summer
2017-04-08,Egypt,305218,19274,14.56,4,2017,Ramadan
2011-08-08,UAE,305767,22650,14.05,8,2011,Summer
2011-10-07,Sweden,286253,31630,18.44,10,2011,Spring
2019-01-28,Austria,170633,32618,10.29,1,2019,Winter
2013-11-25,Chile,185837,23099,8.61,11,2013,Spring
2014-06-23,Chile,338322,18991,16.02,6,2014,Summer
2011-05-10,Italy,195481,32928,13.33,5,2011,Spring
2019-06-27,Norway,161036,30073,13.32,6,2019,Summer
2020-08-20,China,270859,35950,16.92,8,2020,Summer
2021-05-17,Jordan,349798,30690,13.66,5,2021,Spring
2022-01-12,Greece,189413,16745,11.62,1,2022,Winter
2018-08-01,South Africa,324941,29392,12.19,8,2018,Summer
2015-09-16,Switzerland,206768,34569,13.48,9,2015,Spring
2017-12-04,Morocco,285217,38459,14.58,12,2017,Winter
2016-12-09,Australia,264134,24678,10.83,12,2016,Winter
2019-01-28,India,170065,32014,5.95,1,2019,Winter
2016-12-09,Morocco,176287,15603,8.29,12,2016,Winter
2023-02-06,Libya,245276,21911,10.6,2,2023,Winter
2024-09-28,Qatar,346159,18731,10.67,9,2024,Spring
2013-07-28,China,268596,37624,11.82,7,2013,Summer
2024-02-01,Greece,251064,29727,14.68,2,2024,Winter
2012-02-04,Belgium,310269,25854,8.37,2,2012,Winter
2021-07-16,Brazil,333207,21316,18.18,7,2021,Summer
2011-08-08,India,198222,33494,9.61,8,2011,Summer
2022-05-12,Lebanon,331962,33960,9.57,5,2022,Spring
2021-05-17,Czech Republic,166506,6330,12.87,5,2021,Spring
2022-06-11,Netherlands,315207,34564,10.76,6,2022,Summer
2021-03-18,India,294912,32840,17.98,3,2021,Ramadan
2023-03-08,Colombia,225358,13990,9.83,3,2023,Ramadan
2010-03-16,Japan,268744,14779,12.41,3,2010,Ramadan
2014-08-22,China,240885,46057,10.96,8,2014,Summer
2021-04-17,Canada,201857,72684,11.03,4,2021,Ramadan
2020-06-21,Argentina,299153,25509,15.25,6,2020,Summer
2014-03-25,Qatar,222205,35078,8.12,3,2014,Ramadan
2011-02-09,Switzerland,320441,5127,6.07,2,2011,Winter
2014-09-21,Brazil,193291,22308,16.98,9,2014,Spring
2021-04-17,Colombia,192466,35939,10.89,4,2021,Ramadan
2016-04-13,Turkey,248888,30370,14.54,4,2016,Ramadan
2016-03-14,Germany,195398,35562,11.48,3,2016,Ramadan
2021-07-16,Saudi Arabia,272299,20091,13.61,7,2021,Summer
2017-07-07,Morocco,255026,30187,13.48,7,2017,Summer
2022-02-11,Kuwait,245110,10831,17.32,2,2022,Winter
2012-12-30,France,318519,79935,11.47,12,2012,Winter
2014-01-24,Sweden,303153,14723,5.66,1,2014,Winter
2011-02-09,UK,199325,19769,15.96,2,2011,Winter
2021-08-15,Czech Republic,197958,39728,13.66,8,2021,Summer
2016-03-14,Switzerland,278738,38864,7.76,3,2016,Ramadan
2011-01-10,Turkey,222588,35038,5.62,1,2011,Winter
2022-05-12,Switzerland,248713,13154,16.07,5,2022,Spring
2024-04-01,Turkey,308740,14053,8.88,4,2024,Ramadan
2016-02-13,UK,327480,40503,17.15,2,2016,Winter
2016-11-09,UK,248415,51243,11.11,11,2016,Spring
2014-06-23,South Africa,240441,35355,5.81,6,2014,Summer
2023-01-07,Belgium,301068,16049,15.44,1,2023,Winter
2019-11-24,Netherlands,160470,15145,7.5,11,2019,Spring
2024-05-31,Turkey,257086,10341,10.97,5,2024,Spring
2010-03-16,Czech Republic,269263,7583,18.03,3,2010,Ramadan
2024-02-01,India,195191,19023,10.95,2,2024,Winter
2020-04-22,Greece,293022,37029,12.0,4,2020,Ramadan
2017-11-04,Belgium,308591,32313,13.89,11,2017,Spring
2014-11-20,Peru,170678,33196,17.5,11,2014,Spring
2022-03-13,Peru,329594,26004,16.04,3,2022,Ramadan
2017-03-09,UK,190428,32561,10.44,3,2017,Ramadan
2023-05-07,Australia,169151,21792,6.74,5,2023,Spring
2010-08-13,Austria,342581,5699,12.96,8,2010,Summer
2011-09-07,Morocco,342916,14581,15.02,9,2011,Spring
2012-07-03,Belgium,267081,27003,5.65,7,2012,Summer
2016-09-10,Jordan,216078,22684,13.76,9,2016,Spring
2019-11-24,Belgium,261098,23047,17.14,11,2019,Spring
2020-12-18,Algeria,209432,12899,15.22,12,2020,Winter
2024-05-31,Sweden,304721,29936,16.09,5,2024,Spring
2015-02-18,Brazil,315366,6797,15.94,2,2015,Winter
2018-04-03,Qatar,177757,19010,10.14,4,2018,Ramadan
2014-02-23,Libya,197125,12416,15.62,2,2014,Winter
2024-03-02,Germany,211384,33957,16.11,3,2024,Ramadan
2011-05-10,Denmark,255231,22072,8.11,5,2011,Spring
2018-12-29,Turkey,289589,33251,6.18,12,2018,Winter
2019-06-27,Greece,315128,14422,18.19,6,2019,Summer
2010-03-16,France,176868,68265,14.3,3,2010,Ramadan
2020-08-20,Libya,175756,14390,16.19,8,2020,Summer
2020-08-20,Germany,346014,44817,18.35,8,2020,Summer
2013-01-29,UAE,310921,29132,7.92,1,2013,Winter
2020-05-22,China,247832,22837,12.16,5,2020,Spring
2019-05-28,Algeria,254094,34327,5.5,5,2019,Spring
2022-11-08,Netherlands,281815,28442,6.88,11,2022,Spring
2019-04-28,Algeria,244374,21651,18.0,4,2019,Ramadan
2018-03-04,Austria,315955,19636,5.54,3,2018,Ramadan
2018-03-04,Peru,275406,14305,13.43,3,2018,Ramadan
2014-12-20,Czech Republic,290792,25451,16.19,12,2014,Winter
2012-12-30,UAE,173651,32726,15.33,12,2012,Winter
2010-07-14,Germany,201459,31423,13.76,7,2010,Summer
2014-05-24,France,349743,52806,7.82,5,2014,Spring
2024-06-30,Morocco,258524,34510,7.68,6,2024,Summer
2015-05-19,Lebanon,167993,17317,9.11,5,2015,Spring
2012-10-01,Australia,291696,27519,12.61,10,2012,Spring
2018-04-03,UAE,238535,9172,11.1,4,2018,Ramadan
2012-12-30,UK,194371,38080,7.32,12,2012,Winter
2017-02-07,Brazil,271466,14859,14.94,2,2017,Winter
2018-08-01,Germany,279861,41017,7.92,8,2018,Summer
2010-02-14,Portugal,250258,17516,10.36,2,2010,Winter
2023-04-07,Kuwait,298782,29825,15.06,4,2023,Ramadan
2020-08-20,Belgium,218458,23145,14.03,8,2020,Summer
2021-11-13,Egypt,262362,16669,12.4,11,2021,Spring
2023-07-06,Germany,311198,42475,15.46,7,2023,Summer
2012-06-03,Poland,286448,15920,6.37,6,2012,Summer
2020-02-22,Czech Republic,225290,12236,7.33,2,2020,Winter
2019-01-28,Czech Republic,332510,12259,5.68,1,2019,Winter
2010-08-13,Denmark,215221,17754,18.24,8,2010,Summer
2015-08-17,Algeria,330682,6399,10.41,8,2015,Summer
2021-08-15,Austria,279034,23981,5.81,8,2021,Summer
2010-11-11,France,333013,30463,10.99,11,2010,Spring
2024-05-31,Kuwait,327480,32786,12.11,5,2024,Spring
2011-10-07,Poland,159514,17826,18.23,10,2011,Spring
2011-12-06,Netherlands,244428,24042,15.92,12,2011,Winter
2017-02-07,Germany,226140,24599,6.05,2,2017,Winter
2013-09-26,South Africa,287842,9560,8.34,9,2013,Spring
2010-04-15,Romania,231158,37796,12.9,4,2010,Ramadan
2018-11-29,Turkey,203930,19709,10.43,11,2018,Spring
2020-07-21,Libya,231358,39316,15.58,7,2020,Summer
2016-10-10,Brazil,191374,10507,12.14,10,2016,Spring
2019-06-27,India,247859,7808,18.02,6,2019,Summer
2016-02-13,Japan,286302,17774,9.89,2,2016,Winter
2015-03-20,UK,171675,26231,12.0,3,2015,Ramadan
2024-05-01,Portugal,233729,23276,15.52,5,2024,Spring
2019-03-29,Australia,187987,23201,10.22,3,2019,Ramadan
2023-07-06,Italy,325070,40944,10.02,7,2023,Summer
2015-11-15,USA,186898,24934,15.3,11,2015,Spring
2015-08-17,Portugal,282896,20355,6.9,8,2015,Summer
2021-12-13,France,192598,35514,18.19,12,2021,Winter
2014-05-24,Libya,269192,18233,6.67,5,2014,Spring
2013-10-26,Brazil,250197,32169,13.34,10,2013,Spring
2017-01-08,Spain,284035,10178,17.47,1,2017,Winter
2016-08-11,Egypt,332637,22966,18.08,8,2016,Summer
2015-10-16,Libya,212358,37339,8.32,10,2015,Spring
2023-03-08,Jordan,196839,5664,14.08,3,2023,Ramadan
2018-08-01,Australia,236320,25539,16.32,8,2018,Summer
2023-07-06,Portugal,313647,15927,10.07,7,2023,Summer
2019-06-27,Portugal,189423,10243,5.59,6,2019,Summer
2016-11-09,Romania,317526,15582,6.7,11,2016,Spring
2018-02-02,Hungary,236914,23050,14.93,2,2018,Winter
2013-05-29,Portugal,221512,17336,16.99,5,2013,Spring
2016-12-09,China,340983,52043,17.29,12,2016,Winter
2010-03-16,Belgium,243009,30455,17.66,3,2010,Ramadan
2022-06-11,Morocco,295579,20453,11.12,6,2022,Summer
2017-07-07,Egypt,227689,19439,14.71,7,2017,Summer
2017-07-07,Canada,295697,38105,5.63,7,2017,Summer
2019-03-29,Norway,177253,22416,18.46,3,2019,Ramadan
2022-01-12,India,174718,21454,8.52,1,2022,Winter
2015-04-19,Canada,346064,59796,14.84,4,2015,Ramadan
2020-09-19,Colombia,319095,28323,8.14,9,2020,Spring
2015-12-15,Sweden,342239,17452,16.3,12,2015,Winter
2014-04-24,Libya,156530,34549,7.83,4,2014,Ramadan
2020-08-20,Chile,329221,31005,15.81,8,2020,Summer
2012-10-01,Romania,283439,25364,9.03,10,2012,Spring
2017-09-05,Germany,289209,58898,8.43,9,2017,Spring
2012-07-03,Lebanon,347575,25787,10.0,7,2012,Summer
2020-01-23,Colombia,312228,20529,13.24,1,2020,Winter
2019-12-24,India,316136,22255,8.87,12,2019,Winter
2011-08-08,South Africa,193932,24572,7.3,8,2011,Summer
2010-05-15,Algeria,172101,15176,14.01,5,2010,Spring
2020-04-22,Brazil,218729,14479,7.12,4,2020,Ramadan
2012-03-05,Portugal,257282,38126,7.75,3,2012,Ramadan
2019-12-24,China,214159,57256,5.87,12,2019,Winter
2010-06-14,Italy,270611,60509,16.32,6,2010,Summer
2010-02-14,Kuwait,150413,37225,6.76,2,2010,Winter
2011-07-09,Germany,276601,34798,8.68,7,2011,Summer
2020-09-19,Canada,212879,30292,7.76,9,2020,Spring
2018-05-03,Egypt,243187,5682,8.35,5,2018,Spring
2014-03-25,Spain,328253,39042,11.29,3,2014,Ramadan
2021-12-13,Poland,175197,38743,11.95,12,2021,Winter
2015-04-19,India,301551,10368,8.69,4,2015,Ramadan
2022-06-11,Turkey,161694,29137,9.28,6,2022,Summer
2015-09-16,UAE,188840,35371,11.66,9,2015,Spring
2011-09-07,UK,253974,28402,17.4,9,2011,Spring
2013-05-29,Chile,283181,25076,6.64,5,2013,Spring
2023-10-04,Egypt,245000,6124,12.76,10,2023,Spring
2024-09-28,Lebanon,263338,13073,7.4,9,2024,Spring
2013-02-28,France,291289,56789,8.92,2,2013,Winter
2021-06-16,Portugal,311370,24870,12.18,6,2021,Summer
2021-05-17,Greece,297799,29355,13.95,5,2021,Spring
2018-07-02,Saudi Arabia,237448,8567,12.26,7,2018,Summer
2015-10-16,Switzerland,152698,11222,14.39,10,2015,Spring
2023-05-07,India,312892,8899,11.78,5,2023,Spring
2024-07-30,Austria,227979,6467,15.52,7,2024,Summer
2022-02-11,Australia,268936,33518,16.25,2,2022,Winter
2023-06-06,Qatar,261159,30253,15.06,6,2023,Summer
2018-06-02,Spain,209874,12558,15.13,6,2018,Summer
2011-10-07,Chile,270830,23463,18.16,10,2011,Spring
2016-02-13,Italy,265499,57383,11.5,2,2016,Winter
2013-06-28,India,320538,16154,9.33,6,2013,Summer
2012-03-05,Netherlands,186279,5633,14.12,3,2012,Ramadan
2024-07-30,Portugal,209008,30701,16.67,7,2024,Summer
2023-05-07,Saudi Arabia,311488,8027,13.14,5,2023,Spring
2012-10-31,UK,339676,47022,13.84,10,2012,Spring
2016-07-12,China,188111,47729,17.82,7,2016,Summer
2013-09-26,Austria,223780,21493,15.31,9,2013,Spring
2023-06-06,Argentina,310197,11288,12.48,6,2023,Summer
2010-08-13,South Africa,159225,10710,15.59,8,2010,Summer
2021-09-14,Norway,333560,38169,13.85,9,2021,Spring
2018-09-30,Germany,308015,52221,6.89,9,2018,Spring
2016-09-10,Netherlands,251556,11786,14.05,9,2016,Spring
2014-02-23,Saudi Arabia,242122,29913,16.45,2,2014,Winter
2017-08-06,Greece,281465,11718,10.67,8,2017,Summer
2017-04-08,Italy,248281,25348,8.42,4,2017,Ramadan
2019-01-28,Portugal,308239,12599,15.99,1,2019,Winter
2016-01-14,Lebanon,254052,14871,12.03,1,2016,Winter
2012-07-03,USA,176347,66130,11.27,7,2012,Summer
2012-02-04,Portugal,309522,23056,8.08,2,2012,Winter
2023-07-06,Colombia,167823,10990,17.58,7,2023,Summer
2012-07-03,Turkey,340883,16403,17.1,7,2012,Summer
2013-04-29,USA,270473,36644,8.82,4,2013,Ramadan
2020-05-22,Norway,244001,21614,16.14,5,2020,Spring
2017-11-04,Austria,307967,35322,17.21,11,2017,Spring
2023-11-03,Romania,348177,26000,11.84,11,2023,Spring
2019-10-25,Kuwait,321085,18515,7.6,10,2019,Spring
2013-10-26,France,288704,50674,8.77,10,2013,Spring
2016-05-13,Czech Republic,255814,11582,15.28,5,2016,Spring
2014-02-23,Colombia,323011,16201,15.62,2,2014,Winter
2015-09-16,India,247099,8079,9.6,9,2015,Spring
2013-06-28,Jordan,239499,39294,11.32,6,2013,Summer
2020-05-22,Jordan,158565,32168,5.7,5,2020,Spring
2016-08-11,Chile,341230,16677,7.16,8,2016,Summer
2023-11-03,Austria,324856,23700,16.65,11,2023,Spring
2018-03-04,Switzerland,203070,20220,7.42,3,2018,Ramadan
2021-01-17,Colombia,263244,24280,11.33,1,2021,Winter
2016-09-10,China,283014,50792,9.81,9,2016,Spring
2012-01-05,Czech Republic,155423,36448,6.79,1,2012,Winter
2020-09-19,Morocco,310911,37287,5.59,9,2020,Spring
2018-09-30,Colombia,204069,27502,10.68,9,2018,Spring
2015-11-15,South Africa,190682,16307,13.0,11,2015,Spring
2018-06-02,Turkey,155580,12486,11.99,6,2018,Summer
2020-10-19,Peru,289176,12813,11.45,10,2020,Spring
2023-01-07,Canada,279884,65460,9.25,1,2023,Winter
2012-11-30,Canada,292242,41684,11.56,11,2012,Spring
2015-03-20,Jordan,190517,5520,16.59,3,2015,Ramadan
2016-09-10,Belgium,177691,11566,12.81,9,2016,Spring
2016-01-14,Chile,150892,35672,6.95,1,2016,Winter
2019-07-27,Colombia,154739,9011,16.42,7,2019,Summer
2019-05-28,Lebanon,301410,21014,15.13,5,2019,Spring
2013-04-29,Jordan,328640,19132,14.0,4,2013,Ramadan
2022-04-12,Canada,303910,57696,17.86,4,2022,Ramadan
2015-06-18,India,301109,27056,5.65,6,2015,Summer
2020-03-23,Saudi Arabia,165857,7888,7.16,3,2020,Ramadan
2011-07-09,Colombia,299426,16643,17.56,7,2011,Summer
2014-07-23,Qatar,270639,37175,11.52,7,2014,Summer
2018-12-29,Colombia,226025,22381,9.61,12,2018,Winter
2023-05-07,Japan,311695,26908,15.97,5,2023,Spring
2014-09-21,Greece,310793,22240,10.44,9,2014,Spring
2020-08-20,Egypt,192767,34119,9.5,8,2020,Summer
2011-07-09,Netherlands,173614,14774,15.63,7,2011,Summer
2024-02-01,France,182669,63475,14.86,2,2024,Winter
2015-03-20,Greece,227441,36520,6.75,3,2015,Ramadan
2012-09-01,Brazil,324728,36827,11.58,9,2012,Spring
2022-04-12,Egypt,336464,22393,15.88,4,2022,Ramadan
2017-02-07,Greece,244921,18792,12.46,2,2017,Winter
2019-09-25,Austria,246684,36267,7.34,9,2019,Spring
2023-09-04,Brazil,192422,22179,5.69,9,2023,Spring
2018-11-29,South Africa,211941,24798,17.49,11,2018,Spring
2013-02-28,UK,318246,50529,17.94,2,2013,Winter
2014-12-20,France,230612,43788,8.61,12,2014,Winter
2023-03-08,Spain,163274,35211,7.68,3,2023,Ramadan
2010-01-15,Hungary,340249,12725,17.36,1,2010,Winter
2017-12-04,Austria,167544,22433,11.34,12,2017,Winter
2011-07-09,Brazil,334394,32912,11.08,7,2011,Summer
2021-07-16,Libya,289532,23130,9.65,7,2021,Summer
2016-12-09,Netherlands,221721,21268,10.67,12,2016,Winter
2022-08-10,France,270665,73515,10.05,8,2022,Summer
2019-12-24,USA,266277,66687,6.46,12,2019,Winter
2021-07-16,Portugal,331995,20974,15.89,7,2021,Summer
2021-07-16,Lebanon,242964,36010,8.73,7,2021,Summer
2021-09-14,Morocco,310636,28697,16.7,9,2021,Spring
2012-07-03,Germany,235835,25466,17.64,7,2012,Summer
2023-08-05,Morocco,224608,16438,10.12,8,2023,Summer
2012-09-01,Colombia,298990,38494,15.54,9,2012,Spring
2010-02-14,Sweden,237570,39908,15.42,2,2010,Winter
2024-04-01,Norway,155797,16229,12.78,4,2024,Ramadan
2010-12-11,UAE,287891,5270,15.47,12,2010,Winter
2024-01-02,Romania,230378,17724,13.67,1,2024,Winter
2014-05-24,Greece,285346,10813,16.64,5,2014,Spring
2016-01-14,Belgium,202931,33533,18.46,1,2016,Winter
2015-10-16,Argentina,208033,11146,18.38,10,2015,Spring
2022-09-09,UAE,337262,14173,10.41,9,2022,Spring
2010-07-14,Canada,346906,73636,8.55,7,2010,Summer
2014-08-22,Spain,232143,11763,10.28,8,2014,Summer
2016-06-12,Libya,178544,8213,10.92,6,2016,Summer
2013-04-29,Brazil,159934,37888,16.0,4,2013,Ramadan
2012-10-31,Brazil,303502,22215,8.57,10,2012,Spring
2022-03-13,France,257928,41770,15.93,3,2022,Ramadan
2023-07-06,Turkey,213970,24206,9.77,7,2023,Summer
2012-06-03,Denmark,265526,16595,14.68,6,2012,Summer
2010-03-16,South Africa,175527,39375,8.6,3,2010,Ramadan
2020-02-22,Kuwait,215100,5005,9.41,2,2020,Winter
2018-11-29,Norway,324844,32501,16.37,11,2018,Spring
2023-09-04,UAE,187839,15672,12.08,9,2023,Spring
2024-06-30,Jordan,252976,23421,6.84,6,2024,Summer
2020-05-22,Belgium,228243,23525,14.4,5,2020,Spring
2010-02-14,Romania,188517,21266,9.79,2,2010,Winter
2019-12-24,Peru,314868,35746,7.43,12,2019,Winter
2016-07-12,Mexico,157886,37765,10.59,7,2016,Summer
2019-06-27,Czech Republic,266237,23026,14.12,6,2019,Summer
2012-06-03,Jordan,347048,28373,9.17,6,2012,Summer
2021-10-14,Argentina,223071,23181,11.83,10,2021,Spring
2019-08-26,Norway,244555,20637,13.04,8,2019,Summer
2022-03-13,Saudi Arabia,201858,18049,9.19,3,2022,Ramadan
2017-05-08,Saudi Arabia,221836,31665,7.08,5,2017,Spring
2017-12-04,Mexico,304568,10573,12.13,12,2017,Winter
2017-04-08,Morocco,307350,35911,11.16,4,2017,Ramadan
2016-01-14,Saudi Arabia,200203,28450,6.67,1,2016,Winter
2017-10-05,USA,245075,35473,6.79,10,2017,Spring
2011-11-06,Brazil,309111,18131,10.73,11,2011,Spring
2015-09-16,Italy,224692,60015,15.28,9,2015,Spring
2020-02-22,Greece,151460,31642,8.99,2,2020,Winter
2022-01-12,Norway,219040,31518,7.39,1,2022,Winter
2019-02-27,Brazil,253596,21943,11.73,2,2019,Winter
2017-10-05,Libya,279107,37619,16.0,10,2017,Spring
2017-08-06,Turkey,246189,24838,15.64,8,2017,Summer
2012-03-05,South Africa,331713,10438,11.07,3,2012,Ramadan
2010-03-16,Morocco,222529,33581,16.42,3,2010,Ramadan
2010-04-15,Norway,154232,34946,5.59,4,2010,Ramadan
2018-01-03,Poland,192832,9340,16.66,1,2018,Winter
2012-12-30,Hungary,157162,5755,15.58,12,2012,Winter
2022-01-12,Mexico,184574,22458,6.87,1,2022,Winter
2013-04-29,France,244895,46175,8.35,4,2013,Ramadan
2016-03-14,Poland,200719,26722,9.53,3,2016,Ramadan
2018-12-29,Libya,271233,26961,15.69,12,2018,Winter
2021-11-13,Lebanon,301563,26134,7.31,11,2021,Spring
2011-04-10,Japan,323667,18842,7.75,4,2011,Ramadan
2016-02-13,France,315439,66389,6.27,2,2016,Winter
2014-12-20,Colombia,196408,31377,10.67,12,2014,Winter
2016-06-12,India,182938,39906,16.59,6,2016,Summer
2021-04-17,Australia,223871,26468,8.08,4,2021,Ramadan
2019-11-24,Qatar,203578,29625,13.85,11,2019,Spring
2017-12-04,Libya,150414,17684,7.04,12,2017,Winter
2016-09-10,USA,319778,34507,6.32,9,2016,Spring
2015-11-15,Libya,268944,36176,10.83,11,2015,Spring
2011-10-07,Australia,243348,31229,11.69,10,2011,Spring
2013-05-29,Belgium,293404,9915,17.74,5,2013,Spring
2019-03-29,Chile,335454,33491,15.41,3,2019,Ramadan
2010-11-11,Egypt,207006,30796,17.5,11,2010,Spring
2013-08-27,Belgium,309204,15813,17.07,8,2013,Summer
2014-08-22,Canada,163653,55351,18.5,8,2014,Summer
2010-03-16,Brazil,278184,10896,7.6,3,2010,Ramadan
2016-07-12,Australia,220237,35624,17.68,7,2016,Summer
2019-07-27,Sweden,234369,6551,11.06,7,2019,Summer
2014-05-24,Australia,330352,10566,6.35,5,2014,Spring
2013-04-29,Kuwait,158321,38071,7.16,4,2013,Ramadan
2020-05-22,Qatar,210033,6552,16.51,5,2020,Spring
2024-04-01,Lebanon,175392,39067,8.71,4,2024,Ramadan
2015-08-17,UAE,172568,17511,9.41,8,2015,Summer
2022-06-11,Norway,160688,34002,8.7,6,2022,Summer
2016-11-09,Greece,173659,29850,15.65,11,2016,Spring
2020-05-22,Libya,281086,36631,7.5,5,2020,Spring
2023-02-06,Australia,234736,13729,18.17,2,2023,Winter
2015-01-19,UAE,229377,36897,13.54,1,2015,Winter
2010-09-12,Norway,320507,10534,13.87,9,2010,Spring
2024-09-28,Switzerland,266005,34106,7.46,9,2024,Spring
2020-06-21,Belgium,166734,36571,9.87,6,2020,Summer
2016-03-14,Peru,294747,7141,15.79,3,2016,Ramadan
2010-02-14,Chile,228775,21694,14.03,2,2010,Winter
2021-06-16,Romania,328871,17205,13.63,6,2021,Summer
2012-05-04,Mexico,281979,20241,9.72,5,2012,Spring
2017-09-05,Colombia,266667,6472,8.99,9,2017,Spring
2021-07-16,Denmark,322923,15270,10.5,7,2021,Summer
2017-09-05,Hungary,226179,23336,12.17,9,2017,Spring
2011-08-08,Belgium,320178,36929,9.62,8,2011,Summer
2017-03-09,Argentina,237601,15300,9.77,3,2017,Ramadan
2012-03-05,India,199280,36350,9.3,3,2012,Ramadan
2019-06-27,Netherlands,199014,9880,18.01,6,2019,Summer
2024-06-30,Argentina,270718,30772,17.9,6,2024,Summer
2020-09-19,Qatar,234315,39175,7.89,9,2020,Spring
2015-06-18,Sweden,164673,10206,11.31,6,2015,Summer
2020-01-23,Norway,325392,33298,17.31,1,2020,Winter
2015-10-16,Peru,204502,31645,14.03,10,2015,Spring
2023-04-07,Norway,345767,30369,8.9,4,2023,Ramadan
2024-05-01,Egypt,342172,29737,5.84,5,2024,Spring
2017-11-04,Romania,255586,33094,14.35,11,2017,Spring
2019-11-24,Algeria,295836,38506,12.92,11,2019,Spring
2022-08-10,USA,331789,63111,8.98,8,2022,Summer
2013-01-29,Greece,266498,12860,17.06,1,2013,Winter
2013-12-25,Belgium,175143,20567,6.15,12,2013,Winter
2017-03-09,Czech Republic,319996,17132,17.44,3,2017,Ramadan
2011-03-11,UK,339872,53507,14.23,3,2011,Ramadan
2012-09-01,Egypt,346893,26291,15.44,9,2012,Spring
2017-11-04,Jordan,179781,25736,15.8,11,2017,Spring
2018-06-02,Greece,234863,25459,11.03,6,2018,Summer
2017-12-04,Qatar,284348,32242,6.9,12,2017,Winter
2013-02-28,Japan,269022,35727,12.16,2,2013,Winter
2014-06-23,Germany,233500,55178,7.61,6,2014,Summer
2018-08-31,Portugal,192174,5801,9.65,8,2018,Summer
2013-07-28,UK,152396,24897,8.34,7,2013,Summer
2018-06-02,Germany,195892,17444,10.93,6,2018,Summer
2021-12-13,Denmark,318096,15214,10.72,12,2021,Winter
2021-04-17,Greece,286965,22767,9.69,4,2021,Ramadan
2023-07-06,France,180315,53516,10.51,7,2023,Summer
2013-03-30,Czech Republic,312618,6194,15.96,3,2013,Ramadan
2013-11-25,Sweden,217451,30180,13.78,11,2013,Spring
2011-12-06,Turkey,332915,13481,9.71,12,2011,Winter
2011-07-09,Australia,182181,31495,8.53,7,2011,Summer
2010-08-13,Colombia,174736,14950,17.85,8,2010,Summer
2014-03-25,Belgium,202343,36478,6.76,3,2014,Ramadan
2023-10-04,Austria,275875,37222,12.79,10,2023,Spring
2012-10-31,Chile,264448,20723,10.32,10,2012,Spring
2023-06-06,Switzerland,152583,8924,6.95,6,2023,Summer
2010-05-15,Brazil,175540,38872,16.06,5,2010,Spring
2024-04-01,Chile,326190,38586,14.93,4,2024,Ramadan
2014-12-20,Kuwait,301235,29916,15.08,12,2014,Winter
2015-10-16,Kuwait,306992,7250,9.66,10,2015,Spring
2022-02-11,Canada,215632,59564,5.84,2,2022,Winter
2020-05-22,Hungary,339996,12844,17.3,5,2020,Spring
2022-05-12,China,186441,38761,16.12,5,2022,Spring
2011-03-11,Romania,325674,26350,14.11,3,2011,Ramadan
2015-03-20,Peru,208009,30420,6.6,3,2015,Ramadan
2017-04-08,Portugal,326881,23559,14.99,4,2017,Ramadan
2019-03-29,Germany,153692,27202,15.08,3,2019,Ramadan
2011-08-08,Qatar,254203,14783,8.46,8,2011,Summer
2013-06-28,Egypt,198984,38504,8.74,6,2013,Summer
2016-05-13,Switzerland,226096,7609,13.31,5,2016,Spring
2022-02-11,Mexico,328524,27715,9.32,2,2022,Winter
2014-06-23,France,177894,79809,16.82,6,2014,Summer
2018-08-01,Turkey,228751,30177,16.25,8,2018,Summer
2012-08-02,Egypt,328713,37477,14.79,8,2012,Summer
2018-05-03,Algeria,287938,17656,14.04,5,2018,Spring
2013-05-29,Netherlands,334698,5810,16.79,5,2013,Spring
2011-02-09,Denmark,175129,16992,9.55,2,2011,Winter
2012-11-30,Denmark,200635,37614,13.35,11,2012,Spring
2010-11-11,Greece,348616,23958,11.7,11,2010,Spring
2017-11-04,Kuwait,175178,8691,10.12,11,2017,Spring
2016-04-13,Romania,227074,30925,12.13,4,2016,Ramadan
2015-06-18,Denmark,330719,18502,7.01,6,2015,Summer
2013-10-26,UK,322827,46667,11.84,10,2013,Spring
2013-01-29,Hungary,339553,6586,5.89,1,2013,Winter
2014-05-24,Kuwait,318817,9238,9.96,5,2014,Spring
2010-02-14,Japan,348463,5012,7.41,2,2010,Winter
2019-09-25,Colombia,243996,21558,12.26,9,2019,Spring
2013-07-28,Austria,342792,27594,8.63,7,2013,Summer
2018-07-02,Brazil,153044,34094,7.49,7,2018,Summer
